model.rxnNames	ecST6512_avg	ecST6512_std	ecOKYL029_avg	ecOKYL029_std	ecJFYL07_avg	ecJFYL07_std	ecJFYL14_avg	ecJFYL14_std	ecJFYL18_avg	ecJFYL18_std
2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA)	0.00027670	0.00084038	0.00021447	0.00069372	0.00019673	0.00059433	0.00021080	0.00065907	0.00033959	0.00109343
2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA)	0.00027670	0.00084038	0.00021447	0.00069372	0.00019673	0.00059433	0.00021080	0.00065907	0.00033959	0.00109343
2-enoyl-CoA hydratase (3-hydroxyicosanoyl-CoA)	0.00002736	0.00017047	0.00003785	0.00029142	0.00005406	0.00041011	0.00010732	0.00072020	0.00006785	0.00053883
2-enoyl-CoA hydratase (3-hydroxydocosanoyl-CoA)	0.00001179	0.00007452	0.00001092	0.00007247	0.00001735	0.00011189	0.00003428	0.00018589	0.00001950	0.00012223
2-enoyl-CoA hydratase (3-hydroxytetracosanoyl-CoA)	0.00000725	0.00005534	0.00000592	0.00005216	0.00000826	0.00007484	0.00001994	0.00013496	0.00001157	0.00009223
2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-9-enoyl-CoA)	0.00004078	0.00026564	0.00009223	0.00050231	0.00008661	0.00042594	0.00009771	0.00048237	0.00015864	0.00077675
2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-7-enoyl-CoA)	0.00004078	0.00026564	0.00009223	0.00050231	0.00008661	0.00042594	0.00009771	0.00048237	0.00015864	0.00077675
2-enoyl-CoA hydratase (3-hydroxy-cis-dodec-5-enoyl-CoA)	0.00004078	0.00026564	0.00009223	0.00050231	0.00008661	0.00042594	0.00009771	0.00048237	0.00015864	0.00077675
2-enoyl-CoA hydratase (3-hydroxy-cis-octadec-9-enoyl-CoA)	0.00006682	0.00031452	0.00005024	0.00033730	0.00005514	0.00030926	0.00004732	0.00031569	0.00006735	0.00049711
2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-7-enoyl-CoA)	0.00006682	0.00031452	0.00005024	0.00033730	0.00005514	0.00030926	0.00004732	0.00031569	0.00006735	0.00049711
2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-5-enoyl-CoA)	0.00006682	0.00031452	0.00005024	0.00033730	0.00005514	0.00030926	0.00004732	0.00031569	0.00006735	0.00049711
3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	0.00027670	0.00084038	0.00021447	0.00069372	0.00019673	0.00059433	0.00021080	0.00065907	0.00033959	0.00109343
3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	0.00023592	0.00079643	0.00012224	0.00050148	0.00011013	0.00043639	0.00011309	0.00047258	0.00018095	0.00077704
3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	0.00022691	0.00080923	0.00010154	0.00050645	0.00007654	0.00044593	0.00011392	0.00069397	0.00015761	0.00076288
3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	0.00023709	0.00076467	0.00007615	0.00040256	0.00014025	0.00065941	0.00018440	0.00098311	0.00017900	0.00079529
3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA)	0.00000252	0.00002584	0.00000118	0.00001701	0.00000184	0.00002596	0.00000740	0.00006355	0.00000222	0.00002958
3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA)	0.00027670	0.00084038	0.00021447	0.00069372	0.00019673	0.00059433	0.00021080	0.00065907	0.00033959	0.00109343
3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	0.00027670	0.00084038	0.00021447	0.00069372	0.00019673	0.00059433	0.00021080	0.00065907	0.00033959	0.00109343
3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	0.00027670	0.00084038	0.00021447	0.00069372	0.00019673	0.00059433	0.00021080	0.00065907	0.00033959	0.00109343
3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA)	0.00002736	0.00017047	0.00003785	0.00029142	0.00005406	0.00041011	0.00010732	0.00072020	0.00006785	0.00053883
3-hydroxyacyl-CoA dehydrogenase (3-oxodocosanoyl-CoA)	0.00001179	0.00007452	0.00001092	0.00007247	0.00001735	0.00011189	0.00003428	0.00018589	0.00001950	0.00012223
3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA)	0.00000725	0.00005534	0.00000592	0.00005216	0.00000826	0.00007484	0.00001994	0.00013496	0.00001157	0.00009223
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-9-enoyl-CoA)	0.00004078	0.00026564	0.00009223	0.00050231	0.00008661	0.00042594	0.00009771	0.00048237	0.00015864	0.00077675
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-7-enoyl-CoA)	0.00004078	0.00026564	0.00009223	0.00050231	0.00008661	0.00042594	0.00009771	0.00048237	0.00015864	0.00077675
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-dodec-5-enoyl-CoA)	0.00004078	0.00026564	0.00009223	0.00050231	0.00008661	0.00042594	0.00009771	0.00048237	0.00015864	0.00077675
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-octadec-9-enoyl-CoA)	0.00006682	0.00031452	0.00005024	0.00033730	0.00005514	0.00030926	0.00004732	0.00031569	0.00006735	0.00049711
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-7-enoyl-CoA)	0.00006682	0.00031452	0.00005024	0.00033730	0.00005514	0.00030926	0.00004732	0.00031569	0.00006735	0.00049711
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-5-enoyl-CoA)	0.00006682	0.00031452	0.00005024	0.00033730	0.00005514	0.00030926	0.00004732	0.00031569	0.00006735	0.00049711
acetyl-CoA C-acyltransferase (acetyl-CoA)	0.00027670	0.00084038	0.00021447	0.00069372	0.00019673	0.00059433	0.00021080	0.00065907	0.00033959	0.00109343
acetyl-CoA C-acyltransferase (butanoyl-CoA)	0.00027670	0.00084038	0.00021447	0.00069372	0.00019673	0.00059433	0.00021080	0.00065907	0.00033959	0.00109343
acetyl-CoA C-acyltransferase (hexanoyl-CoA)	0.00027670	0.00084038	0.00021447	0.00069372	0.00019673	0.00059433	0.00021080	0.00065907	0.00033959	0.00109343
acetyl-CoA C-acyltransferase (stearoyl-CoA)	0.00002736	0.00017047	0.00003785	0.00029142	0.00005406	0.00041011	0.00010732	0.00072020	0.00006785	0.00053883
acetyl-CoA C-acyltransferase (icosanoyl-CoA)	0.00001179	0.00007452	0.00001092	0.00007247	0.00001735	0.00011189	0.00003428	0.00018589	0.00001950	0.00012223
acetyl-CoA C-acyltransferase (docosanoyl-CoA)	0.00000725	0.00005534	0.00000592	0.00005216	0.00000826	0.00007484	0.00001994	0.00013496	0.00001157	0.00009223
acetyl-CoA C-acyltransferase (cis-tetradec-7-enoyl-CoA)	0.00004078	0.00026564	0.00009223	0.00050231	0.00008661	0.00042594	0.00009771	0.00048237	0.00015864	0.00077675
acetyl-CoA C-acyltransferase (cis-dodec-5-enoyl-CoA)	0.00004078	0.00026564	0.00009223	0.00050231	0.00008661	0.00042594	0.00009771	0.00048237	0.00015864	0.00077675
acetyl-CoA C-acyltransferase (cis-dec-3-enoyl-CoA)	0.00004078	0.00026564	0.00009223	0.00050231	0.00008661	0.00042594	0.00009771	0.00048237	0.00015864	0.00077675
acetyl-CoA C-acyltransferase (cis-hexadec-7-enoyl-CoA)	0.00006682	0.00031452	0.00005024	0.00033730	0.00005514	0.00030926	0.00004732	0.00031569	0.00006735	0.00049711
acetyl-CoA C-acyltransferase (cis-tetradec-5-enoyl-CoA)	0.00006682	0.00031452	0.00005024	0.00033730	0.00005514	0.00030926	0.00004732	0.00031569	0.00006735	0.00049711
acetyl-CoA C-acyltransferase (cis-dodec-3-enoyl-CoA)	0.00006682	0.00031452	0.00005024	0.00033730	0.00005514	0.00030926	0.00004732	0.00031569	0.00006735	0.00049711
delta3,delta2-enoyl-CoA isomerase (cis-dec-3-enoyl-CoA)	0.00004078	0.00026564	0.00009223	0.00050231	0.00008661	0.00042594	0.00009771	0.00048237	0.00015864	0.00077675
delta3,delta2-enoyl-CoA isomerase (trans-2,cis-5-dodecadienoyl-CoA)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
delta3,delta2-enoyl-CoA isomerase (trans-dodec-3-enoyl-CoA)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
delta3,delta2-enoyl-CoA isomerase (cis-dodec-3-enoyl-CoA)	0.00006682	0.00031452	0.00005024	0.00033730	0.00005514	0.00030926	0.00004732	0.00031569	0.00006735	0.00049711
delta3,delta2-enoyl-CoA isomerase (trans-2,cis-5-tetradecadienoyl-CoA)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
delta3,delta2-enoyl-CoA isomerase (trans-tetradec-3-enoyl-CoA)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
delta(3,5)-delta(2,4)-dienoyl-CoA isomerase (trans-3,cis-5-dodecadienoyl-CoA)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
delta(3,5)-delta(2,4)-dienoyl-CoA isomerase (trans-3,cis-5-tetradecadienoyl-CoA)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2,4-dienoyl-CoA reductase (trans-2,trans-4-dodecadienoyl-CoA)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2,4-dienoyl-CoA reductase (trans-2,trans-4-tetradecadienoyl-CoA)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
cis-aconitate(3-) to isocitrate	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ergosteryl ester hydrolase (16:1), lipid particle	0.00007508	0.00155767	0.00009717	0.00170009	0.00012510	0.00204543	0.00018455	0.00316844	0.00020250	0.00286624
ergosteryl ester hydrolase (18:1), lipid particle	0.00012247	0.00200007	0.00008103	0.00167659	0.00013847	0.00208817	0.00019863	0.00331429	0.00013415	0.00244442
episteryl ester hydrolase (16:1), lipid particle	0.00003511	0.00110641	0.00001331	0.00066544	0.00004507	0.00120396	0.00004131	0.00146541	0.00000786	0.00055513
episteryl ester hydrolase (18:1), lipid particle	0.00002812	0.00099290	0.00003341	0.00105536	0.00002590	0.00091546	0.00004958	0.00158978	0.00005561	0.00148557
fecosteryl ester hydrolase (16:1), lipid particle	0.00002789	0.00098573	0.00003310	0.00104639	0.00003806	0.00109833	0.00004225	0.00149408	0.00004688	0.00135553
fecosteryl ester hydrolase (18:1), lipid particle	0.00004052	0.00117262	0.00002656	0.00093876	0.00001934	0.00078864	0.00001936	0.00097376	0.00002417	0.00098669
lanosteryl ester hydrolase (16:1), lipid particle	0.00002311	0.00077828	0.00003218	0.00101728	0.00003016	0.00095561	0.00003230	0.00127759	0.00002121	0.00086821
lanosteryl ester hydrolase (18:1), lipid particle	0.00002438	0.00088097	0.00001953	0.00079612	0.00003696	0.00106800	0.00007636	0.00190411	0.00002370	0.00096719
zymosteryl ester hydrolase (16:1), lipid particle	0.00006257	0.00147391	0.00002009	0.00082016	0.00000649	0.00045922	0.00002011	0.00100931	0.00003985	0.00125903
zymosteryl ester hydrolase (18:1), lipid particle	0.00000000	0.00000000	0.00003359	0.00106012	0.00005101	0.00127550	0.00005297	0.00167794	0.00005521	0.00147639
zymosteryl ester hydrolase (16:1), cell envelope	0.00003524	0.00111329	0.00003346	0.00105744	0.00001729	0.00070937	0.00008583	0.00214533	0.00004270	0.00129200
zymosteryl ester hydrolase (18:1), cell envelope	0.00001445	0.00070569	0.00003032	0.00097162	0.00001933	0.00078889	0.00003276	0.00133717	0.00001641	0.00081345
laurate transport, cytoplasm-ER membrane	0.00002273	0.00033009	0.00003064	0.00043602	0.00001726	0.00021119	0.00004977	0.00054090	0.00002545	0.00032102
myristate transport, cytoplasm-ER membrane	0.00007532	0.00045240	0.00005080	0.00050545	0.00002929	0.00031737	0.00006449	0.00063822	0.00005822	0.00047135
palmitate transport, cytoplasm-ER membrane	0.00003085	0.00042145	0.00008281	0.00077147	0.00001514	0.00023471	0.00009971	0.00068608	0.00007024	0.00044996
palmitoleate transport, cytoplasm-ER membrane	0.00028129	0.00283436	0.00019755	0.00239170	0.00025220	0.00279196	0.00008132	0.00219426	0.00002848	0.00102622
stearate transport, cytoplasm-ER membrane	0.00001118	0.00025679	0.00008940	0.00057211	0.00000249	0.00009037	0.00003881	0.00032055	0.00005726	0.00039914
oleate transport, cytoplasm-ER membrane	0.00030417	0.00300236	0.00036045	0.00323117	0.00026027	0.00279030	0.00030413	0.00381808	0.00016644	0.00239358
malonyl-CoA transport, cytoplasm-ER membrane	0.00011933	0.00039277	0.00010196	0.00044814	0.00012152	0.00057777	0.00024831	0.00105806	0.00016506	0.00075180
lauroyl-CoA transport, cytoplasm-ER membrane	-0.00001162	0.00028432	-0.00001816	0.00038700	-0.00000109	0.00015001	-0.00002605	0.00044234	-0.00000404	0.00018588
myristoyl-CoA transport, cytoplasm-ER membrane	-0.00001654	0.00026887	-0.00001740	0.00033457	-0.00001177	0.00016721	0.00003111	0.00055821	-0.00001695	0.00025084
palmitoyl-CoA transport, cytoplasm-ER membrane	0.00057961	0.00060501	0.00050777	0.00103281	0.00052182	0.00061354	0.00029323	0.00104000	0.00078705	0.00100894
palmitoleoyl-CoA transport, cytoplasm-ER membrane	-0.00063577	0.00115868	-0.00051892	0.00168910	-0.00047969	0.00105180	-0.00006587	0.00426151	-0.00047654	0.00373898
stearoyl-CoA transport, cytoplasm-ER membrane	0.00781841	0.00047142	0.00693443	0.00062203	0.00474349	0.00053155	0.00687750	0.00068725	0.00597078	0.00059827
oleoyl-CoA transport, cytoplasm-ER membrane	-0.00517885	0.00316221	-0.00483979	0.00367802	-0.00119144	0.00141670	-0.00145765	0.00304583	-0.00153606	0.00279953
icosanoyl-CoA transport, cytoplasm-ER membrane	-0.00001556	0.00015433	-0.00002694	0.00028302	-0.00003671	0.00039616	-0.00007304	0.00069768	-0.00004835	0.00052524
docosanoyl-CoA transport, cytoplasm-ER membrane	-0.00000454	0.00005056	-0.00000500	0.00005090	-0.00000909	0.00008408	-0.00001433	0.00013006	-0.00000793	0.00008134
tetracosanoyl-CoA transport, cytoplasm-ER membrane	-0.00014290	0.00295619	-0.00019634	0.00347447	-0.00007566	0.00202298	-0.00059096	0.00789834	-0.00014335	0.00149630
hexacosanoyl-CoA transport, cytoplasm-ER membrane	-0.00006906	0.00210352	-0.00008282	0.00235550	-0.00002704	0.00126013	-0.00029959	0.00572353	-0.00002548	0.00060110
H+ transport, cytoplasm-ER membrane	0.00688083	0.00657046	0.00562441	0.00895556	0.00454905	0.00655143	0.00598223	0.02029616	0.00605764	0.00849532
H2O transport, cytoplasm-ER membrane	-0.02068147	0.00575882	-0.01807314	0.00834642	-0.01690970	0.00559179	-0.02368660	0.01855039	-0.02159631	0.00743706
CO2 transport, cytoplasm-ER membrane	-0.00011933	0.00039277	-0.00010196	0.00044814	-0.00012152	0.00057777	-0.00024831	0.00105806	-0.00016506	0.00075180
coenzyme A transport, cytoplasm-ER membrane	0.00006356	0.00529646	0.00018032	0.00647691	-0.00024006	0.00318186	0.00022016	0.01114515	-0.00062086	0.00503286
NADPH transport, cytoplasm-ER membrane	0.00023865	0.00078554	0.00020391	0.00089628	0.00024305	0.00115553	0.00049662	0.00211612	0.00033011	0.00150361
NADP(+) transport, cytoplasm-ER membrane	-0.00023865	0.00078554	-0.00020391	0.00089628	-0.00024305	0.00115553	-0.00049662	0.00211612	-0.00033011	0.00150361
O2 transport, cytoplasm-ER membrane	0.01099245	0.00042719	0.00964377	0.00062584	0.00861838	0.00052017	0.01242206	0.00056490	0.01100570	0.00090752
NADH transport, cytoplasm-ER membrane	0.01099245	0.00042719	0.00964377	0.00062584	0.00861838	0.00052017	0.01242206	0.00056490	0.01100570	0.00090752
NAD transport, cytoplasm-ER membrane	-0.01099245	0.00042719	-0.00964377	0.00062584	-0.00861838	0.00052017	-0.01242206	0.00056490	-0.01100570	0.00090752
glycerol 3-phosphate transport, cytoplasm-ER membrane	0.00004961	0.00045803	0.00004836	0.00051032	0.00009535	0.00054710	0.00004355	0.00040902	0.00014643	0.00071876
dihydroxyacetone phosphate transport, cytoplasm-ER membrane	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
diphosphate transport, cytoplasm-ER membrane	-0.00363974	0.00568447	-0.00348221	0.00624729	-0.00334654	0.00461320	-0.00514224	0.01069059	-0.00379761	0.00319200
phosphate transport, cytoplasm-ER membrane	-0.00144718	0.00565148	-0.00133938	0.00821400	-0.00045862	0.00543940	-0.00142542	0.01843703	-0.00059749	0.00714886
CTP transport, cytoplasm-ER membrane	0.00329590	0.00637654	0.00326692	0.00877146	0.00327240	0.00624345	0.00558262	0.01994553	0.00403186	0.00807767
CDP transport, cytoplasm-ER membrane	-0.00057578	0.00637994	-0.00086671	0.00877500	-0.00058756	0.00624492	-0.00188208	0.01994958	-0.00078550	0.00807894
CMP transport, cytoplasm-ER membrane	-0.00272712	0.00013839	-0.00241687	0.00020195	-0.00269343	0.00011788	-0.00371337	0.00017264	-0.00326042	0.00015658
CDP-ethanolamine transport, cytoplasm-ER membrane	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
CDP-choline transport, cytoplasm-ER membrane	0.00000701	0.00013545	0.00001667	0.00020063	0.00000858	0.00011378	0.00001282	0.00016925	0.00001407	0.00015325
ATP transport, cytoplasm-ER membrane	0.00091963	0.00568826	0.00108200	0.00625091	0.00066169	0.00461496	0.00144169	0.01069350	0.00055125	0.00319313
AMP transport, cytoplasm-ER membrane	-0.00091963	0.00568826	-0.00108200	0.00625091	-0.00066169	0.00461496	-0.00144169	0.01069350	-0.00055125	0.00319313
L-serine transport, cytoplasm-ER membrane	0.00239270	0.00002267	0.00211130	0.00001798	0.00236168	0.00002891	0.00325512	0.00002802	0.00285560	0.00003051
myo-inositol transport, cytoplasm-ER membrane	0.00032742	0.00000310	0.00028891	0.00000246	0.00032317	0.00000396	0.00044543	0.00000383	0.00039076	0.00000417
S-adenosyl-L-methionine transport, cytoplasm-ER membrane	0.00388536	0.00003681	0.00342841	0.00002919	0.00383502	0.00004694	0.00528585	0.00004549	0.00463708	0.00004954
S-adenosyl-L-homocysteine transport, cytoplasm-ER membrane	-0.00388536	0.00003681	-0.00342841	0.00002919	-0.00383502	0.00004694	-0.00528585	0.00004549	-0.00463708	0.00004954
episterol transport, cytoplasm-ER membrane	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
fecosterol transport, cytoplasm-ER membrane	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
lanosterol transport, cytoplasm-ER membrane	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ergosterol transport, cytoplasm-ER membrane	0.00023399	0.00253161	0.00021070	0.00238443	0.00029990	0.00291710	0.00043327	0.00457713	0.00038060	0.00375980
zymosterol transport, cytoplasm-ER membrane	0.00004968	0.00131772	0.00006378	0.00143533	0.00003662	0.00106061	0.00011859	0.00252683	0.00005911	0.00152629
sn-glycero-3-phosphocholine transport, ER membrane-cytoplasm	0.00000110	0.00001560	0.00000965	0.00012071	0.00000232	0.00002660	0.00000343	0.00003828	0.00000522	0.00004334
hexadecanoate (n-C16:0) transport, cytoplasm-lipid particle	0.00009112	0.00055067	-0.00002289	0.00067179	0.00008542	0.00044189	0.00000237	0.00056557	0.00001775	0.00040612
hexadecenoate (n-C16:1) transport, cytoplasm-lipid particle	-0.00021925	0.00257229	-0.00010765	0.00202586	-0.00021806	0.00267423	0.00003599	0.00295081	0.00002614	0.00164036
octadecanoate (n-C18:0) transport, cytoplasm-lipid particle	0.00002295	0.00030445	-0.00002614	0.00039888	0.00002396	0.00022386	0.00002268	0.00035584	-0.00000064	0.00012853
octadecenoate (n-C18:1) transport, cytoplasm-lipid particle	-0.00025251	0.00284766	-0.00032099	0.00333449	-0.00022259	0.00271043	-0.00024569	0.00351617	-0.00013449	0.00237679
lauroyl-CoA transport, cytoplasm-lipid particle	-0.00000491	0.00015863	-0.00000602	0.00019746	-0.00000866	0.00014967	-0.00001212	0.00029520	-0.00001482	0.00025941
myristoyl-CoA transport, cytoplasm-lipid particle	-0.00000716	0.00020332	-0.00001031	0.00027550	-0.00000347	0.00010595	-0.00005905	0.00060911	-0.00000386	0.00013631
palmitoyl-CoA transport, cytoplasm-lipid particle	0.00118758	0.00058614	0.00103892	0.00076739	0.00117154	0.00050901	0.00166976	0.00058596	0.00115148	0.00046700
palmitoleoyl-CoA transport, cytoplasm-lipid particle	0.00056820	0.00130093	0.00037024	0.00176000	0.00037622	0.00105435	-0.00006332	0.00432845	0.00030598	0.00373741
stearoyl-CoA transport, cytoplasm-lipid particle	0.00045595	0.00031821	0.00049667	0.00036895	0.00021199	0.00022692	0.00029919	0.00035670	0.00017817	0.00013281
oleoyl-CoA transport, cytoplasm-lipid particle	0.00507482	0.00325602	0.00478041	0.00367998	0.00111795	0.00157103	0.00138464	0.00317574	0.00145318	0.00272439
glycerol 3-phosphate transport, cytoplasm-lipid particle	0.00428813	0.00045653	0.00381632	0.00047705	0.00318696	0.00054236	0.00448623	0.00040702	0.00382247	0.00072082
dihydroxyacetone phosphate transport, cytoplasm-lipid particle	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
NADPH transport, cytoplasm-lipid particle	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
NADP(+) transport, cytoplasm-lipid particle	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ATP transport, cytoplasm-lipid particle	0.00112299	0.00688223	0.00106689	0.00668746	0.00078607	0.00534408	0.00145122	0.00885323	0.00086506	0.00510166
AMP transport, cytoplasm-lipid particle	-0.00112299	0.00688223	-0.00106689	0.00668746	-0.00078607	0.00534408	-0.00145122	0.00885323	-0.00086506	0.00510166
diphosphate transport, cytoplasm-lipid particle	-0.00112299	0.00688223	-0.00106689	0.00668746	-0.00078607	0.00534408	-0.00145122	0.00885323	-0.00086506	0.00510166
H2O transport, cytoplasm-lipid particle	0.00138857	0.00711882	0.00154173	0.00782629	0.00095004	0.00431060	0.00155056	0.00685992	0.00118536	0.00542506
glycerol transport, lipid particle-cytoplasm	0.00001018	0.00003950	0.00003075	0.00032071	0.00013884	0.00003769	0.00019688	0.00005563	0.00016560	0.00005242
docosanoyl-CoA transport, lipid particle-cytoplasm	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
tetracosanoyl-CoA transport, lipid particle-cytoplasm	0.00014536	0.00305943	0.00006700	0.00211896	0.00023752	0.00349443	0.00031757	0.00581471	0.00004732	0.00090105
hexacosanoyl-CoA transport, lipid particle-cytoplasm	0.00021394	0.00371779	0.00016888	0.00332633	0.00018771	0.00336198	0.00006778	0.00276661	0.00003539	0.00076302
ATP transport, cytoplasm-cell envelope	0.00010243	0.00123618	0.00005807	0.00076928	0.00009299	0.00119460	0.00013562	0.00174234	0.00009243	0.00109601
ADP transport, cytoplasm-cell envelope	-0.00010243	0.00123618	-0.00005807	0.00076928	-0.00009299	0.00119460	-0.00013562	0.00174234	-0.00009243	0.00109601
H+ transport, cytoplasm-cell envelope	-0.00015802	0.00180789	-0.00012886	0.00163022	-0.00013587	0.00159784	-0.00026360	0.00306686	-0.00016039	0.00187995
H2O transport, cytoplasm-cell envelope	0.00007661	0.00141817	0.00009103	0.00151359	0.00006351	0.00116388	0.00018733	0.00277096	0.00011403	0.00173513
phosphate transport, cytoplasm-cell envelope	-0.00002102	0.00051168	-0.00002024	0.00046876	-0.00002063	0.00047160	-0.00005936	0.00113526	-0.00004607	0.00081937
sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1-(sn-glycero-3-phospho)-1D-myo-inositol transport, cell envelope-cytoplasm	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
palmitate transport, cell envelope-cytoplasm	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
palmitoleate transport, cell envelope-cytoplasm	0.00003524	0.00111329	0.00003346	0.00105744	0.00001729	0.00070937	0.00008583	0.00214533	0.00004270	0.00129200
stearate transport, cell envelope-cytoplasm	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
oleate transport, cell envelope-cytoplasm	0.00001445	0.00070569	0.00003032	0.00097162	0.00001933	0.00078889	0.00003276	0.00133717	0.00001641	0.00081345
icosanoyl-CoA transport, cell envelope-cytoplasm	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
docosanoyl-CoA transport, cell envelope-cytoplasm	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
tetracosanoyl-CoA transport, cell envelope-cytoplasm	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
hexacosanoyl-CoA transport, cell envelope-cytoplasm	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
H2O transport, cytoplasm-vacuolar membrane	0.00046512	0.00774579	0.00044273	0.00783122	0.00029236	0.00596967	0.00115260	0.01944516	0.00057607	0.00935695
phosphate transport, cytoplasm-vacuolar membrane	-0.00046512	0.00774579	-0.00044273	0.00783122	-0.00029236	0.00596967	-0.00115260	0.01944516	-0.00057607	0.00935695
H+ transport, cytoplasm-vacuolar membrane	-0.00046394	0.00774643	-0.00044326	0.00783149	-0.00029408	0.00596997	-0.00115551	0.01944594	-0.00057847	0.00935737
ATP transport, cytoplasm-vacuolar membrane	0.00046749	0.00774571	0.00044520	0.00783114	0.00029541	0.00596966	0.00116275	0.01944495	0.00058112	0.00935683
ADP transport, cytoplasm-vacuolar membrane	-0.00046749	0.00774571	-0.00044520	0.00783114	-0.00029541	0.00596966	-0.00116275	0.01944495	-0.00058112	0.00935683
carbon dioxide transport, cytoplasm-vacuolar membrane	-0.00000354	0.00008855	-0.00000195	0.00006149	-0.00000133	0.00005420	-0.00000724	0.00014755	-0.00000265	0.00008387
H2O transport, cytoplasm-Golgi membrane	0.00022948	0.00476143	0.00008892	0.00253016	0.00008577	0.00270965	0.00035782	0.00885670	0.00017212	0.00422210
phosphate transport, cytoplasm-Golgi membrane	-0.00022948	0.00476143	-0.00008892	0.00253016	-0.00008577	0.00270965	-0.00035782	0.00885670	-0.00017212	0.00422210
