YALI0;YALI1
YALI0E25564r;YALI1_E30343r
YALI0E25608g;YALI1_E30368g
YALI0E25630g;YALI1_E30373g
YALI0E25652g;YALI1_E30400g
YALI0E25674g;YALI1_E30431g
YALI0E25696g;YALI1_E30462g
YALI0E25718g;YALI1_E30479g
YALI0E25740g;YALI1_E30496g
YALI0E25762g;YALI1_E30520g
YALI0E25784g;YALI1_E30561g
YALI0E25806g;YALI1_E30590g
YALI0E25828g;YALI1_E30621g
YALI0E25845g;YALI1_E30639g
YALI0E25850g;YALI1_E30677g
YALI0E25872g;YALI1_E30707g
YALI0E25894g;YALI1_E30725g
YALI0E25916g;YALI1_E30743g
;YALI1_E30755t
YALI0E25960g;YALI1_E30759g
YALI0E25982g;YALI1_E30815g
;YALI1_E30849g
YALI0E26004g;YALI1_E30886g
YALI0E26026g;YALI1_E30914g
YALI0E26048g;YALI1_E30942g
YALI0E26059g;YALI1_E30943g
YALI0E26081g;YALI1_E30958g
YALI0E26103r;YALI1_E30980r
;YALI1_E31000g
YALI0E26125g;YALI1_E31005g
YALI0E26147g;YALI1_E31031g
YALI0E26169g;YALI1_E31034g
YALI0E26191g;YALI1_E31050g
YALI0E26213r;YALI1_E31072r
YALI0E26235g;YALI1_E31075g
YALI0E26257g;YALI1_E31131g
YALI0E26279g;YALI1_E31154g
;YALI1_E31174g
YALI0E26301g;YALI1_E31186g
YALI0E26323g;YALI1_E31194g
YALI0E26345g;YALI1_E31229g
YALI0E26367g;YALI1_E31248g
YALI0E26389g;YALI1_E31351g
YALI0E26400r;YALI1_E31361r
YALI0E26411r;YALI1_E31366r
YALI0E26433g;YALI1_E31369g
YALI0E26455g;YALI1_E31389g
YALI0E26477g;YALI1_E31396g
YALI0E26499g;YALI1_E31446g
YALI0E26521g;YALI1_E31461g
YALI0E26543g;YALI1_E31483g
YALI0E26565g;YALI1_E31498g
YALI0E26587g;YALI1_E31529g
;YALI1_E31540g
;YALI1_E31555g
YALI0E26609g;YALI1_E31565g
YALI0E26631g;YALI1_E31592g
YALI0E26653g;YALI1_E31646g
;YALI1_E31649g
YALI0E26686g;YALI1_E31679g
;YALI1_E31685g
YALI0E26763g;YALI1_E31697g
YALI0E26785g;YALI1_E31717g
YALI0E26807g;YALI1_E31724g
YALI0E26829g;YALI1_E31754g
YALI0E26851g;YALI1_E31772g
YALI0E26873g;YALI1_E31805g
YALI0E26895g;YALI1_E31827g
YALI0E26917g;YALI1_E31865g
YALI0E26939g;YALI1_E31891g
YALI0E26961g;YALI1_E31897g
YALI0E26983g;YALI1_E31919g
YALI0E27005g;YALI1_E31947g
YALI0E27027g;YALI1_E31974g
YALI0E27049g;YALI1_E31982g
YALI0E27071g;YALI1_E32033g
YALI0E27093g;YALI1_E32054g
YALI0E27115g;YALI1_E32077g
YALI0E27137g;YALI1_E32096g
YALI0E27159g;YALI1_E32118g
YALI0E27181g;YALI1_E32152g
YALI0E27203g;YALI1_E32180g
YALI0E27225g;YALI1_E32223g
YALI0E27247g;YALI1_E32241g
;YALI1_E32247g
YALI0E27269g;YALI1_E32269g
YALI0E27291g;YALI1_E32315g
YALI0E27313g;YALI1_E32324g
YALI0E27318r;YALI1_E32326r
YALI0E27324r;YALI1_E32327r
YALI0E27346g;YALI1_E32332g
YALI0E27368g;YALI1_E32357g
YALI0E27390g;YALI1_E32361g
YALI0E27412g;YALI1_E32396g
YALI0E27434g;YALI1_E32402g
YALI0E27456g;YALI1_E32411g
YALI0E27511g;YALI1_E32423g
YALI0E27533g;YALI1_E32445g
YALI0E27555g;YALI1_E32461g
YALI0E27588g;YALI1_E32489g
YALI0E27610r;YALI1_E32510r
YALI0E27616g;YALI1_E32512g
;YALI1_E32520g
YALI0E27632g;YALI1_E32568g
YALI0E27654g;YALI1_E32603g
YALI0E27676g;YALI1_E32622g
YALI0E27698g;YALI1_E32636g
YALI0E27715g;YALI1_E32664g
YALI0E27720g;YALI1_E32693g
YALI0E27742g;YALI1_E32722g
YALI0E27764g;YALI1_E32754g
YALI0E27786g;YALI1_E32776g
;YALI1_E32792g
YALI0E27808g;YALI1_E32816g
YALI0E27830g;YALI1_E32842g
YALI0E27852g;YALI1_E32868g
YALI0E27874g;YALI1_E32908g
;YALI1_E32931g
;YALI1_E32936g
YALI0E27896g;YALI1_E32946g
YALI0E27918g;YALI1_E33002g
YALI0E27940g;YALI1_E33024g
YALI0E27962g;YALI1_E33056g
;YALI1_E33072g
YALI0E27984g;YALI1_E33094g
YALI0E28006g;YALI1_E33112g
YALI0E28028r;YALI1_E33128r
YALI0E28072r;YALI1_E33129r
YALI0E28116r;YALI1_E33140r
YALI0E28153g;YALI1_E33150g
YALI0E28182g;YALI1_E33220g
YALI0E28204g;YALI1_E33234g
YALI0E28226g;YALI1_E33268g
;YALI1_E33278g
YALI0E28237g;YALI1_E33285g
YALI0E28248g;YALI1_E33302g
YALI0E28259g;YALI1_E33336g
;YALI1_E33337g
YALI0E28270g;YALI1_E33372g
YALI0E28292g;YALI1_E33400g
YALI0E28314g;YALI1_E33421g
YALI0E28336g;YALI1_E33459g
YALI0E28358g;YALI1_E33485g
YALI0E28371g;YALI1_E33527g
YALI0E28402g;YALI1_E33540g
YALI0E28424g;YALI1_E33570g
YALI0E28446g;YALI1_E33599g
YALI0E28468g;YALI1_E33633g
YALI0E28490g;YALI1_E33642g
YALI0E28512g;YALI1_E33675g
YALI0E28534g;YALI1_E33760g
;YALI1_E33777g
YALI0E28548g;YALI1_E33799g
YALI0E28556g;YALI1_E33829g
YALI0E28578g;YALI1_E33843g
YALI0E28600g;YALI1_E33858g
YALI0E28622g;YALI1_E33888g
YALI0E28644g;YALI1_E33934g
YALI0E28666g;YALI1_E33943g
YALI0E28699g;YALI1_E34015g
YALI0E28721g;YALI1_E34028g
YALI0E28743g;YALI1_E34042g
YALI0E28765r;YALI1_E34064r
YALI0E28787g;YALI1_E34072g
;YALI1_E34100g
YALI0E28809g;YALI1_E34116g
YALI0E28831g;YALI1_E34156g
YALI0E28853g;YALI1_E34163g
YALI0E28875g;YALI1_E34185g
YALI0E28897g;YALI1_E34205g
YALI0E28919g;YALI1_E34218g
YALI0E28930g;YALI1_E34222g
YALI0E28941g;YALI1_E34238g
YALI0E28963g;YALI1_E34269g
YALI0E28985g;YALI1_E34288g
YALI0E29007g;YALI1_E34290g
YALI0E29029g;YALI1_E34319g
YALI0E29051g;YALI1_E34322g
YALI0E29073g;YALI1_E34344g
YALI0E29095g;YALI1_E34367g
YALI0E29117g;YALI1_E34397g
YALI0E29139g;YALI1_E34408g
YALI0E29161g;YALI1_E34425g
YALI0E29205g;YALI1_E34494g
YALI0E29227g;YALI1_E34513g
YALI0E29249g;YALI1_E34525g
YALI0E29271g;YALI1_E34586g
YALI0E29293g;YALI1_E34621g
YALI0E29307g;YALI1_E34650g
YALI0E29315g;YALI1_E34686g
YALI0E29337g;YALI1_E34708g
YALI0E29359g;YALI1_E34711g
YALI0E29381g;YALI1_E34745g
YALI0E29403g;YALI1_E34784g
YALI0E29425g;YALI1_E34798g
;YALI1_E34826g
;YALI1_E34832g
;YALI1_E34842g
YALI0E29447g;YALI1_E34857g
YALI0E29469g;YALI1_E34870g
YALI0E29491g;YALI1_E34880g
YALI0E29506g;YALI1_E34933g
YALI0E29535g;YALI1_E34942g
YALI0E29557g;YALI1_E34979g
YALI0E29579g;YALI1_E35005g
;YALI1_E35012g
YALI0E29601g;YALI1_E35023g
YALI0E29623g;YALI1_E35027g
YALI0E29645g;YALI1_E35067g
YALI0E29667g;YALI1_E35082g
;YALI1_E35095g
;YALI1_E35109g
YALI0E29689g;YALI1_E35118g
YALI0E29711g;YALI1_E35168g
YALI0E29733g;YALI1_E35181g
YALI0E29755g;YALI1_E35221g
YALI0E29777g;YALI1_E35249g
YALI0E29799r;YALI1_E35260r
YALI0E29821r;YALI1_E35261r
YALI0E29843g;YALI1_E35265g
YALI0E29865g;YALI1_E35280g
YALI0E29887g;YALI1_E35305g
YALI0E29909g;YALI1_E35329g
YALI0E29931g;YALI1_E35384g
YALI0E29953g;YALI1_E35388g
YALI0E29975g;YALI1_E35410g
YALI0E29997g;YALI1_E35417g
YALI0E30019g;YALI1_E35440g
YALI0E30041r;YALI1_E35457r
YALI0E30085g;YALI1_E35478g
YALI0E30107g;YALI1_E35503g
YALI0E30129g;YALI1_E35520g
YALI0E30151g;YALI1_E35546g
YALI0E30173g;YALI1_E35559g
YALI0E30195r;YALI1_E35571r
YALI0E30217g;YALI1_E35580g
YALI0E30239r;YALI1_E35635r
YALI0E30250r;YALI1_E35636r
YALI0E30261g;YALI1_E35639g
YALI0E30283g;YALI1_E35652g
YALI0E30305g;YALI1_E35677g
YALI0E30327g;YALI1_E35689g
YALI0E30349g;YALI1_E35734g
YALI0E30371g;YALI1_E35753g
YALI0E30393g;YALI1_E35759g
YALI0E30415g;YALI1_E35780g
YALI0E30437r;YALI1_E35797r
YALI0E30459r;YALI1_E35798r
YALI0E30481g;YALI1_E35815g
YALI0E30503g;YALI1_E35831g
YALI0E30525g;YALI1_E35843g
;YALI1_E35870g
YALI0E30547g;YALI1_E35888g
YALI0E30569g;YALI1_E35934g
YALI0E30591g;YALI1_E35955g
YALI0E30602g;YALI1_E35963g
;YALI1_E35971g
YALI0E30613g;YALI1_E35982g
YALI0E30635g;YALI1_E35988g
YALI0E30657g;YALI1_E36036g
YALI0E30679g;YALI1_E36057g
YALI0E30701g;YALI1_E36079g
YALI0E30723g;YALI1_E36098g
YALI0E30745g;YALI1_E36103g
YALI0E30767g;YALI1_E36116g
YALI0E30789g;YALI1_E36140g
YALI0E30811g;YALI1_E36179g
YALI0E30833g;YALI1_E36206g
YALI0E30855g;YALI1_E36308g
;YALI1_E36309g
;YALI1_E36323g
YALI0E30877g;YALI1_E36334g
YALI0E30899g;YALI1_E36365g
YALI0E30921g;YALI1_E36395g
YALI0E30943g;YALI1_E36404g
;YALI1_E36409g
;YALI1_E36432g
YALI0E30965g;YALI1_E36437g
YALI0E30987g;YALI1_E36472g
YALI0E31009g;YALI1_E36477g
YALI0E31031g;YALI1_E36494g
YALI0E31064g;YALI1_E36540g
YALI0E31086g;YALI1_E36568g
YALI0E31108g;YALI1_E36619g
YALI0E31130g;YALI1_E36641g
YALI0E31152g;YALI1_E36682g
YALI0E31174g;YALI1_E36692g
YALI0E31196g;YALI1_E36758g
YALI0E31218g;YALI1_E36773g
YALI0E31240g;YALI1_E36789g
YALI0E31262g;YALI1_E36805g
YALI0E31273g;YALI1_E36837g
YALI0E31280g;YALI1_E36844g
YALI0E31288g;YALI1_E36847g
YALI0E31317g;YALI1_E36866g
YALI0E31339g;YALI1_E36887g
YALI0E31361g;YALI1_E36900g
;YALI1_E36913g
YALI0E31383g;YALI1_E36937g
YALI0E31405g;YALI1_E36984g
YALI0E31427g;YALI1_E37026g
;YALI1_E37033g
YALI0E31449g;YALI1_E37040g
YALI0E31471g;YALI1_E37063g
;YALI1_E37080g
;YALI1_E37083g
YALI0E31493g;YALI1_E37095g
YALI0E31515g;YALI1_E37118g
;YALI1_E37142g
YALI0E31537g;YALI1_E37157g
YALI0E31551g;YALI1_E37198g
YALI0E31559g;YALI1_E37234g
YALI0E31581g;YALI1_E37264g
;YALI1_E37295g
YALI0E31603g;YALI1_E37325g
YALI0E31625g;YALI1_E37387g
YALI0E31647g;YALI1_E37392g
YALI0E31669g;YALI1_E37419g
;YALI1_E37441g
YALI0E31691g;YALI1_E37455g
YALI0E31713g;YALI1_E37484g
YALI0E31735g;YALI1_E37494g
YALI0E31757g;YALI1_E37574g
YALI0E31766g;YALI1_E37603g
;YALI1_E37669g
;YALI1_E37678g
;YALI1_E37687g
YALI0E31772g;YALI1_E37716g
YALI0E31779g;YALI1_E37724g
YALI0E31793g;YALI1_E37749g
YALI0E31797g;YALI1_E37764g
YALI0E31823g;YALI1_E37792g
;YALI1_E37796g
YALI0E31845g;YALI1_E37812g
YALI0E31867g;YALI1_E37830g
YALI0E31889g;YALI1_E37863g
YALI0E31911g;YALI1_E37886g
YALI0E31933g;YALI1_E37895g
YALI0E31947r;YALI1_E37921r
YALI0E31955g;YALI1_E37930g
YALI0E31977g;YALI1_E37939g
YALI0E31999g;YALI1_E37950g
;YALI1_E37956g
YALI0E32035g;YALI1_E37982g
YALI0E32043g;YALI1_E38020g
YALI0E32065g;YALI1_E38034g
YALI0E32087g;YALI1_E38050g
YALI0E32109g;YALI1_E38056g
YALI0E32131g;YALI1_E38107g
YALI0E32153g;YALI1_E38113g
YALI0E32164g;YALI1_E38131g
YALI0E32175g;YALI1_E38136g
;YALI1_E38142g
YALI0E32197g;YALI1_E38164g
YALI0E32208g;YALI1_E38178g
YALI0E32219g;YALI1_E38193g
YALI0E32241g;YALI1_E38208g
YALI0E32263g;YALI1_E38218g
YALI0E32285g;YALI1_E38239g
YALI0E32307g;YALI1_E38243g
YALI0E32329g;YALI1_E38266g
YALI0E32351g;YALI1_E38308g
YALI0E32373g;YALI1_E38329g
YALI0E32395g;YALI1_E38349g
YALI0E32417g;YALI1_E38389g
YALI0E32439g;YALI1_E38443g
YALI0E32461g;YALI1_E38479g
YALI0E32483g;YALI1_E38491g
YALI0E32494g;YALI1_E38512g
YALI0E32505g;YALI1_E38526g
YALI0E32527g;YALI1_E38561g
YALI0E32542g;YALI1_E38593g
YALI0E32571g;YALI1_E38608g
YALI0E32593g;YALI1_E38640g
YALI0E32615g;YALI1_E38656g
YALI0E32637g;YALI1_E38677g
YALI0E32659g;YALI1_E38692g
YALI0E32681g;YALI1_E38701g
YALI0E32703g;YALI1_E38706g
YALI0E32725g;YALI1_E38744g
YALI0E32736g;YALI1_E38749g
YALI0E32747g;YALI1_E38766g
;YALI1_E38791g
YALI0E32769g;YALI1_E38810g
YALI0E32791g;YALI1_E38859g
YALI0E32813g;YALI1_E38896g
YALI0E32835g;YALI1_E38912g
YALI0E32857g;YALI1_E39057g
YALI0E32879g;YALI1_E39083g
YALI0E32901g;YALI1_E39128g
YALI0E32923r;YALI1_E39149r
YALI0E32967g;YALI1_E39171g
YALI0E32989g;YALI1_E39193g
YALI0E33011g;YALI1_E39210g
YALI0E33033g;YALI1_E39221g
YALI0E33055g;YALI1_E39228g
YALI0E33077g;YALI1_E39243g
YALI0E33099g;YALI1_E39248g
YALI0E33121g;YALI1_E39284g
YALI0E33143g;YALI1_E39295g
YALI0E33165g;YALI1_E39306g
YALI0E33187g;YALI1_E39333g
YALI0E33209g;YALI1_E39335g
YALI0E33231g;YALI1_E39378g
YALI0E33253g;YALI1_E39385g
YALI0E33275g;YALI1_E39395g
YALI0E33297g;YALI1_E39414g
YALI0E33319g;YALI1_E39433g
YALI0E33341g;YALI1_E39439g
YALI0E33363g;YALI1_E39466g
YALI0E33378g;YALI1_E39500g
YALI0E33377g;YALI1_E39500t
YALI0E33385g;YALI1_E39553g
YALI0E33407g;YALI1_E39570g
YALI0E33429g;YALI1_E39579g
YALI0E33451g;YALI1_E39618g
YALI0E33473g;YALI1_E39656g
YALI0E33495g;YALI1_E39676g
YALI0E33517g;YALI1_E39693g
YALI0E33539g;YALI1_E39796g
YALI0E33561g;YALI1_E39820g
YALI0E33583g;YALI1_E39848g
YALI0E33605g;YALI1_E39862g
YALI0E33627g;YALI1_E39886g
YALI0E33649g;YALI1_E39924g
YALI0E33671g;YALI1_E39934g
YALI0E33693g;YALI1_E39955g
YALI0E33715g;YALI1_E39983g
YALI0E33737g;YALI1_E39990g
YALI0E33759g;YALI1_E40032g
YALI0E33774g;YALI1_E40076g
YALI0E33803g;YALI1_E40089g
YALI0E33825g;YALI1_E40097g
YALI0E33847g;YALI1_E40144g
YALI0E33869g;YALI1_E40161g
YALI0E33913g;YALI1_E40251g
;YALI1_E40274g
YALI0E33935g;YALI1_E40282g
YALI0E33957g;YALI1_E40305g
YALI0E33979g;YALI1_E40324g
YALI0E34001g;YALI1_E40327g
YALI0E34037g;YALI1_E40361g
YALI0E34045g;YALI1_E40394g
YALI0E34067g;YALI1_E40422g
YALI0E34089g;YALI1_E40442g
YALI0E34111g;YALI1_E40467g
YALI0E34133g;YALI1_E40471g
YALI0E34155g;YALI1_E40502g
YALI0E34170g;YALI1_E40540g
YALI0E34199g;YALI1_E40571g
YALI0E34221g;YALI1_E40603g
YALI0E34243g;YALI1_E40640g
;YALI1_E40647g
YALI0E34265g;YALI1_E40671g
YALI0E34287g;YALI1_E40691g
YALI0E34309g;YALI1_E40718g
YALI0E34331g;YALI1_E40744g
YALI0E34353g;YALI1_E40754g
YALI0E34375g;YALI1_E40782g
YALI0E34397g;YALI1_E40785g
YALI0E34419g;YALI1_E40811g
YALI0E34441g;YALI1_E40818g
YALI0E34463g;YALI1_E40864g
YALI0E34485g;YALI1_E40915g
YALI0E34507g;YALI1_E40970g
;YALI1_E40972g
YALI0E34529g;YALI1_E40995g
YALI0E34540g;YALI1_E41014g
YALI0E34551g;YALI1_E41057g
YALI0E34573g;YALI1_E41061g
YALI0E34650g;YALI1_E41110g
YALI0E34672g;YALI1_E41148g
YALI0E34687g;YALI1_E41185g
YALI0E34727g;YALI1_E41206g
YALI0E34749g;YALI1_E41251g
YALI0E34771g;YALI1_E41276g
YALI0E34793g;YALI1_E41315g
YALI0E34815g;YALI1_E41325g
;YALI1_E41360g
YALI0E34826g;YALI1_E41367g
YALI0E34837g;YALI1_E41393g
YALI0E34852g;YALI1_E41399g
YALI0E34881g;YALI1_E41421g
YALI0E34903g;YALI1_E41436g
;YALI1_E41480g
;YALI1_E41498g
YALI0E34925g;YALI1_E41514g
YALI0E34947g;YALI1_E41569g
YALI0E35024g;YALI1_E41610g
YALI0E35046g;YALI1_E41647g
YALI0E35112g;YALI1_E41699g
;YALI1_E41734g
;YALI1_E41737g
YALI0E35156g;YALI1_E41754g
YALI0E35200g;YALI1_E41850g
YALI0E35222g;YALI1_E41893g
YALI0F00099r;YALI1_F00082r
;YALI1_F00099g
YALI0F00110g;YALI1_F00140g
YALI0F00132g;YALI1_F00155g
YALI0F00154g;YALI1_F00184g
YALI0F00176g;YALI1_F00207g
YALI0F00198g;YALI1_F00229g
YALI0F00220g;YALI1_F00261g
YALI0F00242g;YALI1_F00286g
YALI0F00264g;YALI1_F00288g
YALI0F00286g;YALI1_F00307g
YALI0F00308g;YALI1_F00366g
YALI0F00330g;YALI1_F00399g
;YALI1_F00400g
YALI0F00352g;YALI1_F00430g
YALI0F00374g;YALI1_F00436g
YALI0F00396g;YALI1_F00472g
YALI0F00418g;YALI1_F00504g
YALI0F00440g;YALI1_F00534g
YALI0F00462g;YALI1_F00616g
YALI0F00484g;YALI1_F00654g
;YALI1_F00728g
YALI0F00506g;YALI1_F00821g
YALI0F00528g;YALI1_F00866g
;YALI1_F00867g
YALI0F00550g;YALI1_F00894g
;YALI1_F00960g
YALI0F00594g;YALI1_F00976g
YALI0F00616g;YALI1_F00996g
YALI0F00638g;YALI1_F01020g
YALI0F00660g;YALI1_F01034g
YALI0F00682g;YALI1_F01078g
YALI0F00704g;YALI1_F01132g
YALI0F00726g;YALI1_F01157g
YALI0F00748g;YALI1_F01172g
YALI0F00770g;YALI1_F01234g
YALI0F00792g;YALI1_F01248g
YALI0F00814g;YALI1_F01275g
YALI0F00836g;YALI1_F01291g
;YALI1_F01324g
YALI0F00858g;YALI1_F01346g
;YALI1_F01369g
YALI0F00880g;YALI1_F01405g
YALI0F00902g;YALI1_F01430g
YALI0F00924g;YALI1_F01456g
YALI0F00946g;YALI1_F01486g
YALI0F00968g;YALI1_F01532g
YALI0F00990g;YALI1_F01614g
YALI0F01012g;YALI1_F01659g
YALI0F01034g;YALI1_F01696g
YALI0F01056g;YALI1_F01742g
YALI0F01078g;YALI1_F01755g
YALI0F01100g;YALI1_F01796g
YALI0F01122g;YALI1_F01838g
YALI0F01144g;YALI1_F01849g
YALI0F01166g;YALI1_F01897g
YALI0F01177r;YALI1_F01905r
YALI0F01188g;YALI1_F01929g
;YALI1_F01946g
YALI0F01210g;YALI1_F01981g
;YALI1_F02008g
YALI0F01232g;YALI1_F02047g
YALI0F01254g;YALI1_F02074g
YALI0F01276r;YALI1_F02100r
YALI0F01320g;YALI1_F02132g
YALI0F01342r;YALI1_F02155r
YALI0F01386g;YALI1_F02187g
YALI0F01408g;YALI1_F02199g
YALI0F01419r;YALI1_F02211r
YALI0F01430g;YALI1_F02238g
YALI0F01452g;YALI1_F02265g
;YALI1_F02266g
;YALI1_F02275g
;YALI1_F02289g
YALI0F01474g;YALI1_F02299g
YALI0F01496g;YALI1_F02309g
YALI0F01518g;YALI1_F02378g
;YALI1_F02389g
YALI0F01540g;YALI1_F02403g
YALI0F01562g;YALI1_F02434g
YALI0F01584g;YALI1_F02481g
YALI0F01606g;YALI1_F02508g
YALI0F01628g;YALI1_F02518g
YALI0F01650g;YALI1_F02545g
YALI0F01672g;YALI1_F02592g
YALI0F01694g;YALI1_F02655g
YALI0F01716g;YALI1_F02697g
;YALI1_F02701g
YALI0F01738g;YALI1_F02726g
YALI0F01771g;YALI1_F02758g
YALI0F01793g;YALI1_F02794g
YALI0F01815g;YALI1_F02855g
;YALI1_F02868g
YALI0F01837g;YALI1_F02903g
YALI0F01859g;YALI1_F02939g
YALI0F01881g;YALI1_F02942g
YALI0F01903g;YALI1_F02983g
;YALI1_F02993g
YALI0F01925g;YALI1_F03028g
YALI0F01947g;YALI1_F03075g
YALI0F01969g;YALI1_F03118g
YALI0F01991g;YALI1_F03120g
YALI0F02013g;YALI1_F03136g
YALI0F02035g;YALI1_F03153g
;YALI1_F03197g
;YALI1_F03205g
YALI0F02046g;YALI1_F03215g
YALI0F02057g;YALI1_F03269g
;YALI1_F03284g
YALI0F02079g;YALI1_F03337g
YALI0F02101g;YALI1_F03356g
YALI0F02123g;YALI1_F03371g
YALI0F02145g;YALI1_F03389g
YALI0F02167g;YALI1_F03407g
YALI0F02189g;YALI1_F03428g
YALI0F02211g;YALI1_F03452g
YALI0F02233g;YALI1_F03461g
YALI0F02255g;YALI1_F03481g
YALI0F02277g;YALI1_F03494g
;YALI1_F03495g
YALI0F02299g;YALI1_F03527g
YALI0F02321g;YALI1_F03529g
YALI0F02343g;YALI1_F03573g
YALI0F02365g;YALI1_F03604g
YALI0F02387g;YALI1_F03693g
YALI0F02409g;YALI1_F03722g
YALI0F02431g;YALI1_F03735g
YALI0F02453g;YALI1_F03765g
YALI0F02475g;YALI1_F03778g
YALI0F02497g;YALI1_F03803g
YALI0F02519g;YALI1_F03830g
YALI0F02563g;YALI1_F03842g
YALI0F02585g;YALI1_F03855g
YALI0F02607g;YALI1_F03883g
YALI0F02629g;YALI1_F03908g
YALI0F02651g;YALI1_F03909g
YALI0F02673g;YALI1_F03948g
YALI0F02695g;YALI1_F03973g
YALI0F02717g;YALI1_F03974g
YALI0F02739g;YALI1_F03992g
YALI0F02761g;YALI1_F04001g
YALI0F02783g;YALI1_F04027g
YALI0F02805g;YALI1_F04045g
YALI0F02827g;YALI1_F04070g
YALI0F02849g;YALI1_F04082g
YALI0F02871g;YALI1_F04106g
YALI0F02893g;YALI1_F04110g
YALI0F02915g;YALI1_F04130g
YALI0F02937g;YALI1_F04157g
YALI0F02959g;YALI1_F04185g
YALI0F02981g;YALI1_F04211g
YALI0F03003g;YALI1_F04236g
YALI0F03025g;YALI1_F04238g
YALI0F03047g;YALI1_F04259g
YALI0F03069g;YALI1_F04264g
YALI0F03091r;YALI1_F04285r
YALI0F03113g;YALI1_F04314g
YALI0F03135g;YALI1_F04345g
YALI0F03157g;YALI1_F04379g
YALI0F03179g;YALI1_F04433g
YALI0F03201g;YALI1_F04455g
YALI0F03223g;YALI1_F04497g
YALI0F03245g;YALI1_F04559t
YALI0F03256g;YALI1_F04580t
YALI0F03278g;YALI1_F04590t
YALI0F03300g;YALI1_F04594g
YALI0F03322g;YALI1_F04626g
YALI0F03344g;YALI1_F04643g
;YALI1_F04655g
YALI0F03366g;YALI1_F04690g
YALI0F03388g;YALI1_F04763g
YALI0F03410g;YALI1_F04818g
YALI0F03432g;YALI1_F04848g
;YALI1_F04849g
;YALI1_F04855g
;YALI1_F04860g
YALI0F03454g;YALI1_F04895g
YALI0F03476g;YALI1_F04920g
YALI0F03498g;YALI1_F04938g
YALI0F03520g;YALI1_F04980g
YALI0F03542g;YALI1_F05039g
;YALI1_F05088g
YALI0F03567g;YALI1_F05089g
;YALI1_F05118g
;YALI1_F05128g
YALI0F03575g;YALI1_F05137g
;YALI1_F05205g
YALI0F03597g;YALI1_F05220g
YALI0F03619g;YALI1_F05253g
;YALI1_F05290g
YALI0F03630g;YALI1_F05312g
;YALI1_F05313g
YALI0F03641g;YALI1_F05386g
;YALI1_F05403g
YALI0F03663g;YALI1_F05415g
YALI0F03685g;YALI1_F05448g
YALI0F03707g;YALI1_F05459g
YALI0F03729g;YALI1_F05480g
YALI0F03751g;YALI1_F05509g
;YALI1_F05543t
YALI0F03795g;YALI1_F05574g
;YALI1_F05575g
YALI0F03817g;YALI1_F05624g
YALI0F03839g;YALI1_F05661g
YALI0F03861g;YALI1_F05695g
YALI0F03883g;YALI1_F05781g
YALI0F03905g;YALI1_F05814g
YALI0F03927g;YALI1_F05871g
;YALI1_F05876g
;YALI1_F05887g
;YALI1_F05893g
;YALI1_F05900g
YALI0F03949g;YALI1_F05936g
YALI0F03971g;YALI1_F05958g
;YALI1_F05967g
YALI0F03993g;YALI1_F05979g
YALI0F04015g;YALI1_F06018g
YALI0F04037g;YALI1_F06035g
YALI0F04059g;YALI1_F06076g
YALI0F04081g;YALI1_F06109g
;YALI1_F06131g
;YALI1_F06164g
YALI0F04095g;YALI1_F06197g
;YALI1_F06198g
YALI0F04103g;YALI1_F06236g
YALI0F04114g;YALI1_F06244g
YALI0F04125g;YALI1_F06262g
;YALI1_F06289g
YALI0F04147g;YALI1_F06312g
YALI0F04169g;YALI1_F06351g
;YALI1_F06353g
YALI0F04191g;YALI1_F06393g
;YALI1_F06410g
;YALI1_F06426g
YALI0F04213g;YALI1_F06466g
;YALI1_F06489g
YALI0F04246r;YALI1_F06501r
YALI0F04268g;YALI1_F06544g
YALI0F04290g;YALI1_F06578g
YALI0F04312g;YALI1_F06628g
YALI0F04334g;YALI1_F06670g
YALI0F04356g;YALI1_F06708g
YALI0F04378g;YALI1_F06787g
YALI0F04400g;YALI1_F06797g
YALI0F04422g;YALI1_F06830g
YALI0F04444g;YALI1_F06858g
YALI0F04466g;YALI1_F06896g
YALI0F04488r;YALI1_F06899r
YALI0F04532g;YALI1_F06904g
YALI0F04543g;YALI1_F06941g
YALI0F04554g;YALI1_F06956g
YALI0F04576g;YALI1_F06991g
YALI0F04598g;YALI1_F07042g
;YALI1_F07055g
YALI0F04620g;YALI1_F07093g
YALI0F04642g;YALI1_F07135g
;YALI1_F07146g
;YALI1_F07150g
YALI0F04664g;YALI1_F07181g
YALI0F04686g;YALI1_F07246g
YALI0F04708g;YALI1_F07318g
YALI0F04730g;YALI1_F07344g
;YALI1_F07361g
YALI0F04752g;YALI1_F07376g
YALI0F04774g;YALI1_F07384g
YALI0F04796g;YALI1_F07401g
;YALI1_F07416g
YALI0F04818g;YALI1_F07429g
YALI0F04840r;YALI1_F07461r
YALI0F04884g;YALI1_F07504g
YALI0F04906g;YALI1_F07510g
YALI0F04928g;YALI1_F07557g
YALI0F04972g;YALI1_F07573g
YALI0F04994r;YALI1_F07588r
YALI0F05016g;YALI1_F07604g
YALI0F05038g;YALI1_F07630g
YALI0F05060g;YALI1_F07655g
YALI0F05082g;YALI1_F07675g
YALI0F05104g;YALI1_F07699g
YALI0F05126g;YALI1_F07747g
;YALI1_F07756g
;YALI1_F07762g
YALI0F05148g;YALI1_F07793g
YALI0F05170g;YALI1_F07819g
YALI0F05192g;YALI1_F07827g
